fecha;pm10;velocidad;direccion;pm2-5
4/01/2024 7:00;35,5;1,3;82;22
4/01/2024 8:00;34,3;1,2;119;21
4/01/2024 9:00;42,3;0,6;27;33
4/01/2024 10:00;52,7;0,8;34;28
4/01/2024 11:00;38;0,2;49;24
4/01/2024 12:00;35,1;1,7;347;14
4/01/2024 13:00;25;0,6;335;12
4/01/2024 14:00;18;1,3;305;12
4/01/2024 15:00;33,4;2,7;153;23
4/01/2024 16:00;42,7;1,4;29;19
4/01/2024 17:00;41,2;0,8;247;19
4/01/2024 18:00;47,7;0,9;24;13
4/01/2024 19:00;39,6;2,8;214;16
4/01/2024 20:00;36,8;1,9;230;20
4/01/2024 21:00;38,2;1;227;28
4/01/2024 22:00;41,1;1,7;327;24
4/01/2024 23:00;39,4;1;226;22
5/01/2024 0:00;34,8;0,8;188;23
5/01/2024 1:00;31,6;1,5;107;16
5/01/2024 2:00;28,2;2,4;224;19
5/01/2024 3:00;22,9;1,8;176;11
5/01/2024 4:00;28,2;0,5;29;9
5/01/2024 5:00;26,6;1,1;57;13
5/01/2024 6:00;24,3;1,2;192;15
5/01/2024 7:00;26,3;1,3;223;23
5/01/2024 8:00;40,4;1,4;273;40,4
5/01/2024 9:00;44,4;0,5;10;31
5/01/2024 10:00;37,7;0,7;191;30
5/01/2024 11:00;44,6;0,5;21;27
5/01/2024 12:00;32,1;1,6;25;24
5/01/2024 13:00;37,8;1,5;164;22
5/01/2024 14:00;31;2,3;298;30
5/01/2024 15:00;36,1;0,4;258;20
5/01/2024 16:00;41,6;1,8;239;24
5/01/2024 17:00;32,2;1,2;203;19
5/01/2024 18:00;39,1;0,3;13;20
5/01/2024 19:00;34,9;2;185;15
5/01/2024 20:00;34;2,4;220;27
5/01/2024 21:00;49;1,3;289;25
5/01/2024 22:00;41,5;1,5;217;25
5/01/2024 23:00;36,8;1,4;357;24
6/01/2024 0:00;29,6;1,8;342;20
6/01/2024 1:00;34;1,6;4;25
6/01/2024 2:00;33,1;0,9;39;25
6/01/2024 3:00;40,7;1,5;123;25
6/01/2024 4:00;41,7;0,8;255;21
6/01/2024 5:00;41,9;2;342;17
6/01/2024 6:00;30;1,4;305;19
6/01/2024 7:00;28;0,6;278;28
6/01/2024 8:00;33,7;1,4;48;26
6/01/2024 9:00;36;1,3;178;23
6/01/2024 10:00;37,7;1;176;28
6/01/2024 11:00;30,1;1,6;293;24
6/01/2024 12:00;21,5;0,4;20;13
6/01/2024 13:00;16,4;1,2;288;8
6/01/2024 14:00;13,1;1,3;283;4
6/01/2024 15:00;10,8;0,8;14;4
6/01/2024 16:00;13;0,5;346;6
6/01/2024 17:00;24,6;0,4;285;10
6/01/2024 18:00;18,4;0,7;283;7
6/01/2024 19:00;12,7;0,9;3;6
6/01/2024 20:00;0;0,5;153;19
6/01/2024 21:00;14,9;1,1;153;13
6/01/2024 22:00;16,3;0,6;184;13
6/01/2024 23:00;18;1,2;229;13
7/01/2024 0:00;26,6;1;182;19
7/01/2024 1:00;25,2;1,5;178;22
7/01/2024 2:00;28,1;1,4;153;17
7/01/2024 3:00;26,5;1,5;124;15
7/01/2024 4:00;20,2;1,5;118;12
7/01/2024 5:00;27,2;0,7;131;17
7/01/2024 6:00;23,7;0,2;173;20
7/01/2024 7:00;33;0,8;92;21
7/01/2024 8:00;27;1,5;85;27
7/01/2024 9:00;22;1,5;53;17
7/01/2024 10:00;31,4;1,3;103;8
7/01/2024 11:00;22,9;0,9;22;12
7/01/2024 12:00;18,4;1,8;170;7
7/01/2024 13:00;13,2;0,6;231;9
7/01/2024 14:00;17,5;0,7;172;7
7/01/2024 15:00;14,5;1,4;137;6
7/01/2024 16:00;13,7;0,4;56;7
7/01/2024 17:00;28,7;2,1;91;7
7/01/2024 18:00;19,8;1,4;122;8
7/01/2024 19:00;13,8;1,4;121;11
7/01/2024 20:00;13;1,2;18;13
7/01/2024 21:00;11,4;1,6;57;10
7/01/2024 22:00;14;0,6;4;14
7/01/2024 23:00;15;1,2;331;15
8/01/2024 0:00;24,5;1,4;95;17
8/01/2024 1:00;24,4;1,5;145;12
8/01/2024 2:00;22,5;1,2;228;18
8/01/2024 3:00;25;0,9;346;11
8/01/2024 4:00;20,5;0,8;150;18
8/01/2024 5:00;23;0,6;20;13
8/01/2024 6:00;27,7;1,1;36;17
8/01/2024 7:00;23,6;1;17;17
8/01/2024 8:00;28,1;1,5;8;23
8/01/2024 9:00;39,6;1,5;11;27
8/01/2024 10:00;37,8;1,5;280;26
8/01/2024 11:00;29,4;1,4;46;19
8/01/2024 12:00;21,6;2;32;11
8/01/2024 13:00;15,6;0,6;170;7
8/01/2024 14:00;14,9;1,4;330;6
8/01/2024 15:00;14,5;1,1;43;10
8/01/2024 16:00;11,6;2;181;9
8/01/2024 17:00;30,5;0,5;1;16
8/01/2024 18:00;25,5;1,5;55;13
8/01/2024 19:00;21,2;2,1;92;11
8/01/2024 20:00;17,4;0,8;27;12
8/01/2024 21:00;17;0,6;217;17
8/01/2024 22:00;25,4;0,4;86;12
8/01/2024 23:00;21,7;1,5;282;11
9/01/2024 0:00;17,2;1,1;243;14
9/01/2024 1:00;17,6;1,1;195;15
9/01/2024 2:00;17,5;1,1;112;16
9/01/2024 3:00;24,2;1,3;81;23
9/01/2024 4:00;30,3;1,3;77;20
9/01/2024 5:00;26,4;0,8;63;19
9/01/2024 6:00;29,4;1,3;324;21
9/01/2024 7:00;25,8;1,3;238;20
9/01/2024 8:00;34,1;1,4;208;27
9/01/2024 9:00;36,9;0,8;153;30
9/01/2024 10:00;31,5;1,9;143;26
9/01/2024 11:00;45,2;0,8;53;21
9/01/2024 12:00;40,3;1,9;214;16
9/01/2024 13:00;36,6;0,7;78;9
9/01/2024 14:00;26,3;2,4;207;6
9/01/2024 15:00;26,7;2,3;228;22
9/01/2024 16:00;41,9;1,6;342;24
9/01/2024 17:00;47,7;1,7;206;16
9/01/2024 18:00;41,1;0,8;258;19
9/01/2024 19:00;39,2;0,7;250;22
9/01/2024 20:00;50;0,4;186;21
9/01/2024 21:00;42,4;1,5;249;26
9/01/2024 22:00;49,9;1,1;323;33
9/01/2024 23:00;41,1;1,3;359;22
10/01/2024 0:00;35,5;1,2;309;23
10/01/2024 1:00;36,6;0,7;194;33
10/01/2024 2:00;46,5;0,8;172;22
10/01/2024 3:00;41;0,8;166;26
10/01/2024 4:00;39,2;1,1;37;25
10/01/2024 5:00;36,2;1,1;155;17
10/01/2024 6:00;40,2;0,5;341;22
10/01/2024 7:00;37,9;0,5;75;29
10/01/2024 8:00;49,6;1,1;148;37
10/01/2024 9:00;49,4;1,3;242;41
10/01/2024 10:00;53,6;1,1;313;43
10/01/2024 11:00;58,4;0,6;287;20
10/01/2024 12:00;43,5;0,4;124;12
10/01/2024 13:00;33,9;0,8;208;10
10/01/2024 14:00;25,1;1,2;260;8
10/01/2024 15:00;40;2,3;198;40
10/01/2024 16:00;51,1;2,1;267;36
10/01/2024 17:00;51,4;1,5;185;28
10/01/2024 18:00;56,7;1,1;139;35
10/01/2024 19:00;58,4;2;106;35
10/01/2024 20:00;54,4;0,5;48;27
10/01/2024 21:00;54;1,1;244;34
10/01/2024 22:00;37,8;0,7;17;17
10/01/2024 23:00;36,2;1,2;309;12
11/01/2024 0:00;25,7;1,2;308;14
11/01/2024 1:00;31,2;1,8;310;11
11/01/2024 2:00;22,9;1,7;337;17
11/01/2024 3:00;22,8;0,1;96;13
11/01/2024 4:00;24,8;1,4;67;9
11/01/2024 5:00;18,4;1,3;58;9
11/01/2024 6:00;13,2;1,1;45;13
11/01/2024 7:00;25;1,5;339;21
11/01/2024 8:00;31,3;0,5;78;28
11/01/2024 9:00;27,5;2;312;23
11/01/2024 10:00;29,8;2;306;12
11/01/2024 11:00;29,8;0,5;358;7
11/01/2024 12:00;21,3;1,3;220;4
11/01/2024 13:00;15,6;0,6;286;2
11/01/2024 14:00;12;0,4;176;5
11/01/2024 15:00;0;0,4;129;30
11/01/2024 16:00;38;3,1;80;30
11/01/2024 17:00;48,5;2,2;114;34
11/01/2024 18:00;46,4;0,4;228;29
11/01/2024 19:00;53,7;0,9;38;24
11/01/2024 20:00;41,4;1,7;8;0
11/01/2024 21:00;0;0;0;0
11/01/2024 22:00;0;0;0;0
11/01/2024 23:00;0;0;0;0
12/01/2024 0:00;0;0;0;0
12/01/2024 1:00;0;0;0;0
12/01/2024 2:00;0;0;0;0
12/01/2024 3:00;0;0;0;0
12/01/2024 4:00;0;0;0;0
12/01/2024 5:00;0;0;0;0
12/01/2024 6:00;0;0;0;0
12/01/2024 7:00;0;0;0;0
12/01/2024 8:00;0;0;0;0
12/01/2024 9:00;0;0;0;0
12/01/2024 10:00;0;0;0;0
12/01/2024 11:00;48,6;1,1;143;0
12/01/2024 12:00;34,7;1;135;25
12/01/2024 13:00;35,5;0,9;55;21
12/01/2024 14:00;32,5;1,5;306;14
12/01/2024 15:00;49,7;0,4;77;28
12/01/2024 16:00;49,8;0,2;351;25
12/01/2024 17:00;54;1,3;276;23
12/01/2024 18:00;57,9;0,6;295;26
12/01/2024 19:00;57,8;1,5;357;22
12/01/2024 20:00;62,3;0,4;163;21
12/01/2024 21:00;47,6;2;18;20
12/01/2024 22:00;53,8;1,8;145;30
12/01/2024 23:00;57,4;1,8;269;31
13/01/2024 0:00;62,9;1,6;296;35
13/01/2024 1:00;48,7;1,7;312;18
13/01/2024 2:00;40,9;0,2;249;27
13/01/2024 3:00;34,2;0,9;168;20
13/01/2024 4:00;37,7;1;171;20
13/01/2024 5:00;32;1,7;194;19
13/01/2024 6:00;33,4;1,5;286;22
13/01/2024 7:00;38,9;1,4;24;31
13/01/2024 8:00;41,5;1;85;29
13/01/2024 9:00;43,1;1;214;32
13/01/2024 10:00;35,1;1,2;195;27
13/01/2024 11:00;26,3;0,4;253;21
13/01/2024 12:00;20;1,9;25;20
13/01/2024 13:00;27,7;1,1;334;26
13/01/2024 14:00;41;1,5;300;41
13/01/2024 15:00;41,1;0,2;31;40
13/01/2024 16:00;45,5;1,6;121;39
13/01/2024 17:00;57,5;0,4;278;36
13/01/2024 18:00;48;1,4;295;28
13/01/2024 19:00;42,8;0,2;262;27
13/01/2024 20:00;41;0,8;6;30
13/01/2024 21:00;42,9;1,6;48;33
13/01/2024 22:00;47,4;1,7;44;28
13/01/2024 23:00;46,9;1,9;51;26
14/01/2024 0:00;50,8;1,8;58;27
14/01/2024 1:00;41,2;1,1;104;27
14/01/2024 2:00;42,1;1,1;305;18
14/01/2024 3:00;38,8;1,1;60;16
14/01/2024 4:00;31,1;0,9;99;16
14/01/2024 5:00;29;0,7;125;26
14/01/2024 6:00;28,3;0,9;180;26
14/01/2024 7:00;39,3;0,9;244;36
14/01/2024 8:00;37;0,7;30;37
14/01/2024 9:00;48,5;0,5;335;31
14/01/2024 10:00;43,7;1,3;123;29
14/01/2024 11:00;31,3;1,3;231;16
14/01/2024 12:00;22,6;0,7;320;21
14/01/2024 13:00;17,3;0,6;349;12
14/01/2024 14:00;13,7;1,6;351;13
14/01/2024 15:00;11;0,5;179;9
14/01/2024 16:00;0;1,7;141;25
14/01/2024 17:00;0;2,8;188;22
14/01/2024 18:00;18;1,5;342;18
14/01/2024 19:00;19,7;0,6;312;18
14/01/2024 20:00;22,3;2,1;214;15
14/01/2024 21:00;18,7;1,7;133;15
14/01/2024 22:00;28,1;1,7;95;20
14/01/2024 23:00;28,1;2;64;19
15/01/2024 0:00;27,3;1,2;50;15
15/01/2024 1:00;19,7;1,1;49;13
15/01/2024 2:00;15;1,2;49;15
15/01/2024 3:00;20,7;1;45;10
15/01/2024 4:00;18,3;1,6;24;9
15/01/2024 5:00;14;1,2;3;9
15/01/2024 6:00;19,6;1,4;351;19
15/01/2024 7:00;21,2;1,8;338;16
15/01/2024 8:00;19,6;0,9;80;13
15/01/2024 9:00;17,2;3,3;181;10
15/01/2024 10:00;28,6;1,5;252;8
15/01/2024 11:00;21,6;2,2;87;9
15/01/2024 12:00;20,5;5,6;38;8
15/01/2024 13:00;15;4;34;10
15/01/2024 14:00;11,9;3,7;31;6
15/01/2024 15:00;8,7;4,9;34;3
15/01/2024 16:00;7;1,2;172;7
15/01/2024 17:00;15,7;1,4;159;8
15/01/2024 18:00;15;1,4;109;4
15/01/2024 19:00;14,7;0,4;128;5
15/01/2024 20:00;10,2;0,3;301;9
15/01/2024 21:00;15,4;1,3;258;13
15/01/2024 22:00;14,8;0,9;37;9
15/01/2024 23:00;20,1;2;38;9
16/01/2024 0:00;14,5;0,2;179;12
16/01/2024 1:00;14,5;1,2;330;8
16/01/2024 2:00;19,1;2,2;348;10
16/01/2024 3:00;22,8;0,8;45;10
16/01/2024 4:00;17,2;0,7;111;6
16/01/2024 5:00;13,4;0,9;262;4
16/01/2024 6:00;10,6;0,7;204;9
16/01/2024 7:00;0;0,9;145;32
16/01/2024 8:00;35,4;1;339;23
16/01/2024 9:00;36,9;0,6;221;24
16/01/2024 10:00;36,3;1;104;13
16/01/2024 11:00;31,4;1;121;7
16/01/2024 12:00;26,6;0,9;109;5
16/01/2024 13:00;20,1;0,7;353;3
16/01/2024 14:00;14,9;0,6;147;5
16/01/2024 15:00;11,5;1,1;113;8
16/01/2024 16:00;9,2;1,3;346;8
16/01/2024 17:00;13,6;1,9;1;5
16/01/2024 18:00;21,1;0,9;351;3
16/01/2024 19:00;14,6;0,7;274;10
16/01/2024 20:00;15,2;0;184;12
16/01/2024 21:00;20;3;337;10
16/01/2024 22:00;21,1;1,6;347;8
16/01/2024 23:00;15,7;1,6;307;6
17/01/2024 0:00;18,9;2;291;7
17/01/2024 1:00;14,1;1,1;66;11
17/01/2024 2:00;20,8;1,3;90;8
17/01/2024 3:00;18,7;1,6;89;12
17/01/2024 4:00;21,8;0,7;103;12
17/01/2024 5:00;19,9;1,2;79;12
17/01/2024 6:00;26,8;0,8;45;25
17/01/2024 7:00;37,8;0,8;3;23
17/01/2024 8:00;44,7;0,8;101;34
17/01/2024 9:00;44,1;1,3;100;15
17/01/2024 10:00;38,8;0,2;76;10
17/01/2024 11:00;33,5;1,9;280;7
17/01/2024 12:00;27,9;1;240;6
17/01/2024 13:00;25,5;0,7;335;5
17/01/2024 14:00;18,9;1,7;74;6
17/01/2024 15:00;26,9;1,4;196;3
17/01/2024 16:00;18,6;0,9;208;3
17/01/2024 17:00;24,6;0,6;170;6
17/01/2024 18:00;23,4;0,6;37;11
17/01/2024 19:00;23,2;0,3;212;7
17/01/2024 20:00;21,1;0,8;35;16
17/01/2024 21:00;15,4;1;188;13
17/01/2024 22:00;15,2;1,1;79;9
17/01/2024 23:00;19,8;0,5;320;9
18/01/2024 0:00;20,4;0,7;330;10
18/01/2024 1:00;21,6;0,6;352;8
18/01/2024 2:00;16,4;0,2;5;6
18/01/2024 3:00;13,1;1,1;256;9
18/01/2024 4:00;14,6;1,3;107;8
18/01/2024 5:00;13,7;1;10;7
18/01/2024 6:00;17,9;0,7;48;7
18/01/2024 7:00;13,4;0,3;1;9
18/01/2024 8:00;20,4;0,9;197;19
18/01/2024 9:00;23,6;0,9;341;10
18/01/2024 10:00;18;0,8;167;10
18/01/2024 11:00;14;2,7;238;7
18/01/2024 12:00;15;0,7;245;7
18/01/2024 13:00;11,3;0,9;74;6
18/01/2024 14:00;10;1,4;3;3
18/01/2024 15:00;18,5;1,6;38;2
18/01/2024 16:00;13,7;1,4;19;6
18/01/2024 17:00;21,2;1;252;3
18/01/2024 18:00;20,7;0,8;254;6
18/01/2024 19:00;22,1;0,8;10;10
18/01/2024 20:00;20,8;1,2;16;10
18/01/2024 21:00;25,4;1,2;270;14
18/01/2024 22:00;22,1;1,8;198;10
18/01/2024 23:00;17,8;1;230;9
19/01/2024 0:00;18,8;1,7;232;8
19/01/2024 1:00;19,9;0,9;357;10
19/01/2024 2:00;25,3;1,1;72;10
19/01/2024 3:00;25,8;0,3;10;10
19/01/2024 4:00;19,3;1,2;70;15
19/01/2024 5:00;21,1;1,2;64;14
19/01/2024 6:00;20,8;0,7;315;15
19/01/2024 7:00;68,4;1,7;307;48
19/01/2024 8:00;64,3;1,2;27;27
19/01/2024 9:00;59,8;1,4;143;16
19/01/2024 10:00;50,9;0,9;199;14
19/01/2024 11:00;41,6;1,5;74;6
19/01/2024 12:00;29,5;2,1;66;10
19/01/2024 13:00;21,4;0,2;32;7
19/01/2024 14:00;22,9;1,2;138;10
19/01/2024 15:00;23,4;0,8;225;8
19/01/2024 16:00;16,9;2;242;11
19/01/2024 17:00;17,9;2,4;293;9
19/01/2024 18:00;15,4;2,7;296;10
19/01/2024 19:00;28,4;0,7;352;19
19/01/2024 20:00;20,2;0,9;208;14
19/01/2024 21:00;39,6;0,7;75;17
19/01/2024 22:00;36,5;0,5;283;8
19/01/2024 23:00;30;0,7;343;10
20/01/2024 0:00;30,6;0,9;187;15
20/01/2024 1:00;22,9;0,5;26;12
20/01/2024 2:00;20,4;1,1;188;7
20/01/2024 3:00;19,2;1,5;306;6
20/01/2024 4:00;18,1;1,7;107;8
20/01/2024 5:00;21,9;0,7;20;7
20/01/2024 6:00;22,9;0,6;325;9
20/01/2024 7:00;17;1,1;325;14
20/01/2024 8:00;22,8;0,7;209;14
20/01/2024 9:00;16,7;1;112;13
20/01/2024 10:00;24,5;0,9;96;12
20/01/2024 11:00;24,6;1,8;233;12
20/01/2024 12:00;18,1;1,4;127;9
20/01/2024 13:00;14,5;0,7;15;9
20/01/2024 14:00;17;1,1;125;8
20/01/2024 15:00;18;0,2;93;7
20/01/2024 16:00;13,4;0,9;132;8
20/01/2024 17:00;14;0,6;122;6
20/01/2024 18:00;11,4;0,4;330;8
20/01/2024 19:00;12,7;0,7;138;9
20/01/2024 20:00;9,7;0,2;246;7
20/01/2024 21:00;16,6;0,3;172;11
20/01/2024 22:00;13,7;0,7;359;10
20/01/2024 23:00;19,6;0,8;218;7
21/01/2024 0:00;14,1;0,7;302;10
21/01/2024 1:00;12,1;0,7;83;6
21/01/2024 2:00;8,8;0,3;331;5
21/01/2024 3:00;10;1,3;141;10
21/01/2024 4:00;21;2,2;22;9
21/01/2024 5:00;15,7;0,9;63;7
21/01/2024 6:00;12;0,5;327;8
21/01/2024 7:00;9,5;0,4;281;7
21/01/2024 8:00;7,5;0,7;110;7
21/01/2024 9:00;13,5;0,5;339;10
21/01/2024 10:00;12;1,4;140;12
21/01/2024 11:00;12,4;2,6;354;7
21/01/2024 12:00;9,2;2,6;317;6
21/01/2024 13:00;6,9;3,8;130;3
21/01/2024 14:00;5;0,6;196;4
21/01/2024 15:00;15,5;1,3;26;11
21/01/2024 16:00;12,2;0,7;135;12
21/01/2024 17:00;14;0,9;204;14
21/01/2024 18:00;9;0,9;110;9
21/01/2024 19:00;6,5;1;345;0
21/01/2024 20:00;10,5;1,2;297;0
21/01/2024 21:00;12;1,8;177;12
21/01/2024 22:00;17;2,4;195;15
21/01/2024 23:00;12,3;0,9;155;9
22/01/2024 0:00;12;1;220;12
22/01/2024 1:00;10,9;1,4;251;10
22/01/2024 2:00;11,5;1,4;134;9
22/01/2024 3:00;11,7;2;118;10
22/01/2024 4:00;11;2,2;76;10
22/01/2024 5:00;8,8;0,3;320;7
22/01/2024 6:00;9,9;0,2;46;8
22/01/2024 7:00;18,5;0,5;146;10
22/01/2024 8:00;17,2;1,2;185;12
22/01/2024 9:00;16;1,8;329;16
22/01/2024 10:00;25,3;0,2;9;10
22/01/2024 11:00;18,6;0,9;256;8
22/01/2024 12:00;17,7;2,2;225;6
22/01/2024 13:00;13,1;0,8;200;5
22/01/2024 14:00;10,3;2,3;150;5
22/01/2024 15:00;8;1,2;340;6
22/01/2024 16:00;0;0,8;148;11
22/01/2024 17:00;10;1,4;136;10
22/01/2024 18:00;9,7;0,3;56;6
22/01/2024 19:00;14;1;352;14
22/01/2024 20:00;12;1,7;128;12
22/01/2024 21:00;14,2;1,1;72;9
22/01/2024 22:00;22,8;1,6;307;11
22/01/2024 23:00;17,3;1,8;258;17
23/01/2024 0:00;29,3;1,5;306;13
23/01/2024 1:00;21,4;1;351;8
23/01/2024 2:00;15,6;1,1;161;5
23/01/2024 3:00;12,2;1,3;148;8
23/01/2024 4:00;11;1;195;11
23/01/2024 5:00;13,5;1,6;224;6
23/01/2024 6:00;12;1,9;256;3
23/01/2024 7:00;13;1,1;49;13
23/01/2024 8:00;23;0,4;327;23
23/01/2024 9:00;21,9;3,4;274;10
23/01/2024 10:00;29,7;1,4;301;6
23/01/2024 11:00;22,9;0,8;104;0
23/01/2024 12:00;22,8;1,2;192;2
23/01/2024 13:00;17,6;0,2;274;6
23/01/2024 14:00;21,9;1,6;231;7
23/01/2024 15:00;16;0,5;320;5
23/01/2024 16:00;15,1;0,9;301;6
23/01/2024 17:00;23,9;0,6;249;11
23/01/2024 18:00;17,9;0,8;257;0
23/01/2024 19:00;0;0;0;0
23/01/2024 20:00;0;0;0;0
23/01/2024 21:00;0;0;0;0
23/01/2024 22:00;0;0;0;0
23/01/2024 23:00;0;0;0;0
24/01/2024 0:00;0;0;0;0
24/01/2024 1:00;0;0;0;0
24/01/2024 2:00;0;0;0;0
24/01/2024 3:00;0;0;0;0
24/01/2024 4:00;0;0;0;0
24/01/2024 5:00;0;0;0;0
24/01/2024 6:00;0;0;0;0
24/01/2024 7:00;0;0;0;0
24/01/2024 8:00;0;0;0;0
24/01/2024 9:00;0;0;0;0
24/01/2024 10:00;0;0;0;0
24/01/2024 11:00;0;0;0;0
24/01/2024 12:00;0;0;0;0
24/01/2024 13:00;0;0;0;0
24/01/2024 14:00;0;0;0;0
24/01/2024 15:00;0;0;0;0
24/01/2024 16:00;0;0;0;0
24/01/2024 17:00;0;0;0;0
24/01/2024 18:00;0;0;0;0
24/01/2024 19:00;0;0;0;0
24/01/2024 20:00;0;0;0;0
24/01/2024 21:00;0;0;0;0
24/01/2024 22:00;0;0;0;0
24/01/2024 23:00;0;0,3;110;0
25/01/2024 0:00;0;2;334;0
25/01/2024 1:00;0;1,3;2;8
25/01/2024 2:00;0;1,1;2;8
25/01/2024 3:00;0;1,3;2;17
25/01/2024 4:00;0;1,5;7;17
25/01/2024 5:00;0;1,3;19;15
25/01/2024 6:00;0;1,4;38;21
25/01/2024 7:00;0;1,4;149;34
25/01/2024 8:00;0;2,1;233;0
25/01/2024 9:00;70,6;2;333;0
25/01/2024 10:00;96,2;2,2;32;0
25/01/2024 11:00;86,4;1,6;125;56
25/01/2024 12:00;74,2;0,4;115;25
25/01/2024 13:00;60,1;1,7;103;1
25/01/2024 14:00;49,6;0,3;162;2
25/01/2024 15:00;45,8;0,5;345;3
25/01/2024 16:00;51,8;0,4;248;31
25/01/2024 17:00;62,8;0,5;80;38
25/01/2024 18:00;72;0,2;306;26
25/01/2024 19:00;101,8;0,3;150;43
25/01/2024 20:00;84,6;0,4;316;34
25/01/2024 21:00;90,1;0,8;205;33
25/01/2024 22:00;72,3;1,1;210;26
25/01/2024 23:00;62,3;1,3;206;22
26/01/2024 0:00;57,7;1,1;111;28
26/01/2024 1:00;56,4;1,2;40;19
26/01/2024 2:00;51,1;1,4;245;24
26/01/2024 3:00;43;1,4;134;20
26/01/2024 4:00;49,4;1,2;119;27
26/01/2024 5:00;44,7;1,5;113;28
26/01/2024 6:00;53,2;1,1;357;38
26/01/2024 7:00;47,7;0,9;131;43
26/01/2024 8:00;62,1;1,5;101;49
26/01/2024 9:00;70,6;0,7;76;47
26/01/2024 10:00;81,1;0,6;195;72
26/01/2024 11:00;83,7;0,6;222;67
26/01/2024 12:00;78,6;0,3;82;77
26/01/2024 13:00;87,4;0,4;112;65
26/01/2024 14:00;73,7;0,7;161;29
26/01/2024 15:00;49,3;0,7;109;23
26/01/2024 16:00;45,8;0,2;133;40
26/01/2024 17:00;53,6;0,2;214;32
26/01/2024 18:00;73;0,8;142;41
26/01/2024 19:00;90,9;0,9;336;41
26/01/2024 20:00;87,9;1,6;150;34
26/01/2024 21:00;81;0,8;68;36
26/01/2024 22:00;68,5;0,8;214;40
26/01/2024 23:00;60,7;1,2;112;38
27/01/2024 0:00;70,1;0,7;74;27
27/01/2024 1:00;52,1;1,1;349;21
27/01/2024 2:00;46,4;1,2;153;22
27/01/2024 3:00;48,5;1,2;106;15
